source,campaign,influencer_id,user_id,product,date,orders,revenue,group
Instagram,Campaign_3,29,2425,MB Protein,2025-06-16 22:26:15.470843,1,28.45,0
Twitter,Campaign_3,9,1142,Gritzo Shake,2025-05-24 22:26:15.470843,2,388.2,1
Twitter,Campaign_3,17,9355,Gritzo Shake,2025-05-09 22:26:15.470843,3,446.67,1
Instagram,Campaign_1,6,170,HK Multivitamin,2025-07-11 22:26:15.470843,1,21.48,0
YouTube,Campaign_4,47,7854,MB Protein,2025-05-03 22:26:15.470843,2,39.56,0
Instagram,Campaign_1,21,3547,Gritzo Shake,2025-06-16 22:26:15.470843,2,20.89,0
Instagram,Campaign_2,29,8488,HK Multivitamin,2025-07-09 22:26:15.470843,1,20.24,0
Instagram,Campaign_4,48,7153,HK Multivitamin,2025-05-14 22:26:15.470843,5,462.66,1
YouTube,Campaign_5,22,7062,HK Multivitamin,2025-05-17 22:26:15.470843,5,488.82,1
YouTube,Campaign_5,31,1850,Gritzo Shake,2025-07-12 22:26:15.471840,3,24.41,0
Twitter,Campaign_5,34,6497,HK Multivitamin,2025-05-28 22:26:15.471840,4,35.85,0
YouTube,Campaign_4,15,3674,HK Multivitamin,2025-05-20 22:26:15.471840,3,36.39,0
Twitter,Campaign_4,37,3375,HK Multivitamin,2025-07-11 22:26:15.471840,4,347.08,1
Instagram,Campaign_1,48,3281,Gritzo Shake,2025-07-18 22:26:15.471840,3,39.28,0
Instagram,Campaign_5,2,5626,HK Multivitamin,2025-05-14 22:26:15.471840,4,28.03,0
YouTube,Campaign_2,5,7499,Gritzo Shake,2025-04-30 22:26:15.471840,3,325.82,1
YouTube,Campaign_2,30,315,HK Multivitamin,2025-05-12 22:26:15.471840,4,402.27,1
Twitter,Campaign_4,34,3451,HK Multivitamin,2025-06-08 22:26:15.471840,2,23.44,0
Instagram,Campaign_3,29,737,MB Protein,2025-07-05 22:26:15.471840,2,368.35,1
Twitter,Campaign_5,36,6729,MB Protein,2025-07-08 22:26:15.471840,5,38.2,0
Twitter,Campaign_3,4,8483,MB Protein,2025-05-17 22:26:15.472842,2,401.41,1
YouTube,Campaign_5,33,9,HK Multivitamin,2025-06-16 22:26:15.472842,4,33.35,0
Instagram,Campaign_5,29,7675,HK Multivitamin,2025-04-27 22:26:15.472842,5,403.4,1
Instagram,Campaign_1,29,9176,MB Protein,2025-04-30 22:26:15.472842,5,410.93,1
Instagram,Campaign_2,19,4285,HK Multivitamin,2025-06-30 22:26:15.472842,3,443.25,1
YouTube,Campaign_5,46,532,HK Multivitamin,2025-07-09 22:26:15.472842,5,21.76,0
Twitter,Campaign_5,1,7067,Gritzo Shake,2025-05-23 22:26:15.472842,5,386.92,1
Instagram,Campaign_2,14,9913,HK Multivitamin,2025-04-24 22:26:15.472842,5,312.89,1
Twitter,Campaign_2,4,5573,HK Multivitamin,2025-04-24 22:26:15.472842,3,22.26,0
Twitter,Campaign_2,24,8971,Gritzo Shake,2025-04-28 22:26:15.472842,2,34.73,0
YouTube,Campaign_4,30,9053,HK Multivitamin,2025-05-16 22:26:15.472842,2,38.9,0
YouTube,Campaign_4,33,2197,HK Multivitamin,2025-06-16 22:26:15.472842,3,451.37,1
YouTube,Campaign_2,10,5009,Gritzo Shake,2025-07-01 22:26:15.472842,1,349.45,1
Twitter,Campaign_5,26,1092,MB Protein,2025-05-12 22:26:15.473844,5,38.18,0
YouTube,Campaign_4,15,8593,Gritzo Shake,2025-05-22 22:26:15.473844,4,398.36,1
Instagram,Campaign_1,48,4797,Gritzo Shake,2025-06-24 22:26:15.473844,5,435.45,1
YouTube,Campaign_3,10,496,HK Multivitamin,2025-07-08 22:26:15.473844,5,25.24,0
YouTube,Campaign_3,30,2722,Gritzo Shake,2025-07-06 22:26:15.473844,5,447.44,1
Twitter,Campaign_1,28,3834,Gritzo Shake,2025-04-26 22:26:15.473844,4,326.44,1
YouTube,Campaign_1,11,9321,MB Protein,2025-05-09 22:26:15.473844,3,450.81,1
Twitter,Campaign_4,25,3655,HK Multivitamin,2025-05-11 22:26:15.473844,4,34.09,0
YouTube,Campaign_3,27,5531,HK Multivitamin,2025-04-25 22:26:15.473844,1,450.21,1
YouTube,Campaign_2,46,3554,MB Protein,2025-05-23 22:26:15.473844,4,39.95,0
Instagram,Campaign_5,48,5584,Gritzo Shake,2025-07-02 22:26:15.473844,3,480.19,1
Instagram,Campaign_5,12,5804,MB Protein,2025-05-04 22:26:15.473844,4,33.97,0
YouTube,Campaign_1,27,7994,MB Protein,2025-05-18 22:26:15.474839,2,38.56,0
Twitter,Campaign_2,28,5520,HK Multivitamin,2025-06-27 22:26:15.474839,4,488.24,1
Twitter,Campaign_1,18,9233,MB Protein,2025-04-22 22:26:15.474839,4,302.96,1
Instagram,Campaign_4,2,2657,MB Protein,2025-05-08 22:26:15.474839,1,31.77,0
Twitter,Campaign_4,16,8530,HK Multivitamin,2025-06-25 22:26:15.474839,3,33.94,0
YouTube,Campaign_2,15,374,MB Protein,2025-04-22 22:26:15.474839,4,375.49,1
YouTube,Campaign_2,44,2943,Gritzo Shake,2025-07-04 22:26:15.474839,5,27.6,0
Instagram,Campaign_5,38,3463,Gritzo Shake,2025-05-07 22:26:15.474839,3,487.94,1
Twitter,Campaign_1,17,2861,HK Multivitamin,2025-05-31 22:26:15.474839,1,33.32,0
YouTube,Campaign_4,41,649,MB Protein,2025-05-05 22:26:15.474839,1,24.23,0
YouTube,Campaign_5,33,3075,HK Multivitamin,2025-07-20 22:26:15.474839,1,357.93,1
YouTube,Campaign_5,10,5212,MB Protein,2025-04-24 22:26:15.475839,5,21.61,0
Twitter,Campaign_2,36,2945,HK Multivitamin,2025-05-03 22:26:15.475839,3,38.64,0
YouTube,Campaign_4,30,4320,HK Multivitamin,2025-06-08 22:26:15.475839,3,38.7,0
YouTube,Campaign_5,43,2629,HK Multivitamin,2025-05-13 22:26:15.475839,4,429.96,1
YouTube,Campaign_3,45,3927,MB Protein,2025-06-27 22:26:15.475839,3,35.2,0
Twitter,Campaign_5,35,4177,Gritzo Shake,2025-06-20 22:26:15.475839,1,28.81,0
YouTube,Campaign_1,15,3746,HK Multivitamin,2025-06-28 22:26:15.475839,5,32.24,0
Twitter,Campaign_3,28,4644,MB Protein,2025-07-03 22:26:15.475839,4,36.67,0
Instagram,Campaign_2,12,4446,HK Multivitamin,2025-06-30 22:26:15.475839,1,325.91,1
YouTube,Campaign_1,43,2979,MB Protein,2025-05-18 22:26:15.475839,2,362.36,1
Instagram,Campaign_4,38,2958,Gritzo Shake,2025-06-12 22:26:15.475839,3,34.48,0
Instagram,Campaign_3,12,1157,MB Protein,2025-04-29 22:26:15.475839,3,29.49,0
Twitter,Campaign_5,49,4303,MB Protein,2025-05-07 22:26:15.476839,1,383.88,1
YouTube,Campaign_3,7,6384,Gritzo Shake,2025-04-29 22:26:15.476839,4,419.75,1
YouTube,Campaign_5,11,3937,MB Protein,2025-05-30 22:26:15.476839,5,21.82,0
Twitter,Campaign_5,28,4866,Gritzo Shake,2025-06-28 22:26:15.476839,5,37.68,0
YouTube,Campaign_4,30,6784,HK Multivitamin,2025-05-02 22:26:15.476839,1,27.33,0
Instagram,Campaign_5,48,7968,HK Multivitamin,2025-07-09 22:26:15.476839,1,27.78,0
Twitter,Campaign_5,49,9372,MB Protein,2025-05-27 22:26:15.476839,5,37.72,0
Instagram,Campaign_3,19,9388,MB Protein,2025-07-12 22:26:15.476839,4,35.03,0
YouTube,Campaign_4,13,6196,MB Protein,2025-05-15 22:26:15.476839,4,334.33,1
Twitter,Campaign_4,26,6944,Gritzo Shake,2025-06-07 22:26:15.476839,3,35.85,0
Twitter,Campaign_2,3,7983,Gritzo Shake,2025-04-26 22:26:15.476839,3,395.94,1
Twitter,Campaign_3,16,4347,HK Multivitamin,2025-07-02 22:26:15.477840,4,34.13,0
Instagram,Campaign_5,29,5091,MB Protein,2025-05-23 22:26:15.477840,3,450.56,1
YouTube,Campaign_1,13,1109,Gritzo Shake,2025-04-26 22:26:15.477840,3,36.36,0
Twitter,Campaign_1,25,3879,HK Multivitamin,2025-05-17 22:26:15.477840,4,480.11,1
Twitter,Campaign_1,4,4119,Gritzo Shake,2025-05-08 22:26:15.477840,4,346.8,1
Twitter,Campaign_4,32,4615,Gritzo Shake,2025-05-15 22:26:15.477840,1,39.83,0
Instagram,Campaign_1,6,8715,HK Multivitamin,2025-07-02 22:26:15.478358,4,33.11,0
Twitter,Campaign_2,9,7086,HK Multivitamin,2025-07-08 22:26:15.478358,1,431.45,1
Instagram,Campaign_3,29,8461,Gritzo Shake,2025-06-06 22:26:15.478358,1,32.17,0
Twitter,Campaign_5,28,7988,HK Multivitamin,2025-05-14 22:26:15.478358,1,495.87,1
YouTube,Campaign_1,27,8758,MB Protein,2025-05-03 22:26:15.478358,2,35.05,0
YouTube,Campaign_4,13,113,MB Protein,2025-04-27 22:26:15.478358,1,32.39,0
Instagram,Campaign_2,12,2475,MB Protein,2025-04-30 22:26:15.478358,1,38.62,0
Twitter,Campaign_1,9,7397,Gritzo Shake,2025-05-01 22:26:15.478358,3,359.37,1
YouTube,Campaign_5,43,273,Gritzo Shake,2025-06-18 22:26:15.478358,3,371.02,1
Twitter,Campaign_4,28,2318,Gritzo Shake,2025-05-19 22:26:15.478358,3,23.68,0
Twitter,Campaign_2,4,6654,Gritzo Shake,2025-05-20 22:26:15.478358,1,37.72,0
Instagram,Campaign_2,48,2683,MB Protein,2025-05-24 22:26:15.478358,2,441.21,1
Twitter,Campaign_3,34,8236,Gritzo Shake,2025-04-27 22:26:15.479372,3,354.26,1
Instagram,Campaign_2,19,7644,Gritzo Shake,2025-07-16 22:26:15.479372,4,401.49,1
YouTube,Campaign_3,43,2422,Gritzo Shake,2025-05-25 22:26:15.479372,2,35.2,0
Instagram,Campaign_4,42,7527,MB Protein,2025-06-13 22:26:15.479372,4,339.59,1
Instagram,Campaign_2,29,1284,MB Protein,2025-06-15 22:26:15.479372,2,475.93,1
YouTube,Campaign_1,30,480,MB Protein,2025-06-18 22:26:15.479372,5,473.78,1
YouTube,Campaign_4,50,3270,Gritzo Shake,2025-05-02 22:26:15.479372,3,392.39,1
Twitter,Campaign_5,4,9522,Gritzo Shake,2025-07-12 22:26:15.479372,4,335.4,1
Twitter,Campaign_1,35,4040,Gritzo Shake,2025-05-13 22:26:15.479372,5,390.2,1
YouTube,Campaign_5,15,2126,HK Multivitamin,2025-06-19 22:26:15.479372,2,39.04,0
Instagram,Campaign_3,29,792,HK Multivitamin,2025-05-15 22:26:15.479372,3,437.59,1
YouTube,Campaign_1,45,491,MB Protein,2025-05-28 22:26:15.480371,2,339.95,1
YouTube,Campaign_5,33,7207,HK Multivitamin,2025-07-19 22:26:15.480371,2,22.17,0
YouTube,Campaign_5,45,5448,MB Protein,2025-06-07 22:26:15.480371,4,441.93,1
Twitter,Campaign_4,18,904,MB Protein,2025-04-24 22:26:15.480371,2,384.24,1
Instagram,Campaign_2,29,7523,HK Multivitamin,2025-05-01 22:26:15.480371,5,21.05,0
YouTube,Campaign_5,7,682,MB Protein,2025-05-13 22:26:15.480371,1,39.51,0
YouTube,Campaign_5,11,5157,Gritzo Shake,2025-06-17 22:26:15.480371,4,20.28,0
Instagram,Campaign_2,19,6085,Gritzo Shake,2025-07-20 22:26:15.480371,2,28.31,0
YouTube,Campaign_5,43,8090,HK Multivitamin,2025-04-24 22:26:15.480371,3,27.52,0
Twitter,Campaign_2,4,6569,Gritzo Shake,2025-07-02 22:26:15.480371,1,465.04,1
Instagram,Campaign_4,2,9968,Gritzo Shake,2025-05-15 22:26:15.480371,4,39.52,0
Instagram,Campaign_2,38,4593,Gritzo Shake,2025-05-07 22:26:15.480371,4,24.99,0
YouTube,Campaign_5,50,8059,Gritzo Shake,2025-06-14 22:26:15.481371,5,420.02,1
YouTube,Campaign_2,23,4199,MB Protein,2025-07-02 22:26:15.481371,2,32.95,0
Instagram,Campaign_5,42,9493,Gritzo Shake,2025-05-07 22:26:15.481371,1,28.23,0
Twitter,Campaign_5,40,4550,Gritzo Shake,2025-06-21 22:26:15.481371,5,23.27,0
Twitter,Campaign_3,28,9183,HK Multivitamin,2025-05-15 22:26:15.481371,1,33.04,0
Twitter,Campaign_5,1,7340,HK Multivitamin,2025-05-30 22:26:15.481371,4,36.31,0
YouTube,Campaign_1,46,1438,HK Multivitamin,2025-05-28 22:26:15.481371,1,26.89,0
Twitter,Campaign_4,49,7087,MB Protein,2025-05-29 22:26:15.481371,5,29.64,0
Twitter,Campaign_1,16,5194,HK Multivitamin,2025-06-20 22:26:15.481371,1,35.38,0
YouTube,Campaign_3,10,9422,MB Protein,2025-07-01 22:26:15.481371,3,412.45,1
YouTube,Campaign_5,47,1749,Gritzo Shake,2025-05-12 22:26:15.481371,1,22.63,0
YouTube,Campaign_4,47,5511,MB Protein,2025-05-22 22:26:15.482371,3,30.24,0
YouTube,Campaign_3,31,9845,Gritzo Shake,2025-07-02 22:26:15.482371,4,310.5,1
Instagram,Campaign_3,14,3035,MB Protein,2025-06-21 22:26:15.482371,1,38.82,0
YouTube,Campaign_2,30,1671,MB Protein,2025-07-03 22:26:15.482371,2,23.55,0
YouTube,Campaign_2,31,6280,Gritzo Shake,2025-07-16 22:26:15.482371,1,29.98,0
YouTube,Campaign_3,23,7469,MB Protein,2025-05-31 22:26:15.482371,4,31.01,0
Instagram,Campaign_5,48,5738,MB Protein,2025-04-23 22:26:15.482371,3,32.33,0
Twitter,Campaign_2,17,8608,Gritzo Shake,2025-06-01 22:26:15.483378,5,39.05,0
YouTube,Campaign_5,47,3989,Gritzo Shake,2025-06-13 22:26:15.483378,1,39.77,0
Twitter,Campaign_1,32,8213,MB Protein,2025-07-01 22:26:15.483378,4,481.74,1
Twitter,Campaign_3,26,828,Gritzo Shake,2025-05-16 22:26:15.483378,3,441.74,1
Twitter,Campaign_4,9,592,Gritzo Shake,2025-04-27 22:26:15.483378,2,27.73,0
Instagram,Campaign_2,21,2206,MB Protein,2025-06-22 22:26:15.483378,3,33.34,0
Twitter,Campaign_2,24,2267,MB Protein,2025-05-26 22:26:15.483378,2,37.89,0
Twitter,Campaign_1,4,6823,Gritzo Shake,2025-05-18 22:26:15.483378,3,24.7,0
YouTube,Campaign_1,8,9399,MB Protein,2025-06-20 22:26:15.483378,2,39.19,0
Twitter,Campaign_5,39,1903,MB Protein,2025-07-10 22:26:15.483378,2,438.98,1
Twitter,Campaign_4,40,9231,Gritzo Shake,2025-07-17 22:26:15.483378,3,488.65,1
Instagram,Campaign_4,6,4661,HK Multivitamin,2025-04-30 22:26:15.483378,2,20.22,0
Instagram,Campaign_2,42,1249,HK Multivitamin,2025-06-27 22:26:15.484372,2,20.2,0
YouTube,Campaign_3,47,8599,MB Protein,2025-05-08 22:26:15.484372,5,455.4,1
YouTube,Campaign_3,31,2539,MB Protein,2025-06-08 22:26:15.484372,4,34.1,0
YouTube,Campaign_1,47,859,HK Multivitamin,2025-05-06 22:26:15.484372,3,334.97,1
YouTube,Campaign_1,50,1538,MB Protein,2025-06-27 22:26:15.484372,2,33.4,0
Twitter,Campaign_2,9,3400,HK Multivitamin,2025-07-13 22:26:15.484372,4,346.08,1
YouTube,Campaign_3,31,9470,HK Multivitamin,2025-05-18 22:26:15.484372,4,25.71,0
Instagram,Campaign_3,29,4525,HK Multivitamin,2025-06-20 22:26:15.484372,3,494.3,1
YouTube,Campaign_5,46,8271,HK Multivitamin,2025-07-06 22:26:15.484372,3,38.87,0
Twitter,Campaign_5,24,8347,HK Multivitamin,2025-06-13 22:26:15.484372,1,343.1,1
YouTube,Campaign_3,45,1463,MB Protein,2025-07-01 22:26:15.484372,4,39.41,0
YouTube,Campaign_5,45,7649,MB Protein,2025-05-30 22:26:15.485384,1,21.09,0
Twitter,Campaign_4,4,8155,HK Multivitamin,2025-05-19 22:26:15.485384,4,27.33,0
Instagram,Campaign_5,29,4620,HK Multivitamin,2025-04-28 22:26:15.485384,2,25.1,0
YouTube,Campaign_3,50,5591,HK Multivitamin,2025-07-03 22:26:15.485384,5,462.16,1
Twitter,Campaign_3,36,2289,HK Multivitamin,2025-06-27 22:26:15.485384,2,23.94,0
Twitter,Campaign_5,39,7097,MB Protein,2025-07-13 22:26:15.485384,4,32.8,0
Twitter,Campaign_2,49,6454,HK Multivitamin,2025-05-07 22:26:15.485384,1,321.62,1
Twitter,Campaign_5,36,4752,HK Multivitamin,2025-04-23 22:26:15.485384,3,407.04,1
Instagram,Campaign_2,6,9012,Gritzo Shake,2025-07-01 22:26:15.485384,1,418.02,1
YouTube,Campaign_3,31,8046,Gritzo Shake,2025-05-03 22:26:15.485384,2,375.67,1
YouTube,Campaign_2,45,5147,HK Multivitamin,2025-07-20 22:26:15.485384,2,25.48,0
Twitter,Campaign_1,37,2448,MB Protein,2025-07-04 22:26:15.486375,2,453.3,1
YouTube,Campaign_2,11,401,MB Protein,2025-05-27 22:26:15.486375,1,318.9,1
Twitter,Campaign_2,3,9883,HK Multivitamin,2025-07-01 22:26:15.486375,2,30.96,0
YouTube,Campaign_1,50,7668,MB Protein,2025-05-20 22:26:15.486375,4,25.4,0
Instagram,Campaign_4,12,9472,Gritzo Shake,2025-06-16 22:26:15.486375,1,31.04,0
Instagram,Campaign_3,14,4305,MB Protein,2025-05-14 22:26:15.486375,1,340.36,1
YouTube,Campaign_4,20,9419,Gritzo Shake,2025-07-03 22:26:15.486375,5,434.7,1
Twitter,Campaign_5,49,5891,Gritzo Shake,2025-07-11 22:26:15.486375,2,328.92,1
Twitter,Campaign_1,37,6016,HK Multivitamin,2025-05-03 22:26:15.486375,5,27.89,0
Twitter,Campaign_1,28,3021,MB Protein,2025-07-05 22:26:15.486375,3,328.19,1
Twitter,Campaign_3,18,8182,Gritzo Shake,2025-05-03 22:26:15.486375,4,21.15,0
YouTube,Campaign_4,46,3629,MB Protein,2025-07-17 22:26:15.486375,2,24.68,0
Twitter,Campaign_1,25,8297,MB Protein,2025-05-02 22:26:15.487378,3,24.05,0
YouTube,Campaign_1,47,9764,HK Multivitamin,2025-06-21 22:26:15.487378,2,29.56,0
YouTube,Campaign_1,47,9063,MB Protein,2025-07-02 22:26:15.487378,4,27.57,0
YouTube,Campaign_1,50,6843,MB Protein,2025-06-30 22:26:15.487378,5,20.2,0
YouTube,Campaign_4,27,9843,HK Multivitamin,2025-06-13 22:26:15.487378,2,39.86,0
Twitter,Campaign_2,39,5828,Gritzo Shake,2025-06-06 22:26:15.487378,1,31.96,0
Twitter,Campaign_5,17,7018,MB Protein,2025-05-16 22:26:15.487378,1,372.01,1
Instagram,Campaign_4,19,1486,HK Multivitamin,2025-05-20 22:26:15.487378,2,493.95,1
Twitter,Campaign_4,25,8205,Gritzo Shake,2025-06-13 22:26:15.487378,3,37.76,0
YouTube,Campaign_2,47,9761,MB Protein,2025-07-05 22:26:15.487378,3,350.5,1
YouTube,Campaign_2,11,9462,MB Protein,2025-06-06 22:26:15.487378,3,416.52,1
YouTube,Campaign_2,5,450,HK Multivitamin,2025-07-17 22:26:15.487378,3,430.09,1
YouTube,Campaign_1,15,9834,MB Protein,2025-07-14 22:26:15.488377,5,440.82,1
Twitter,Campaign_4,24,355,MB Protein,2025-05-16 22:26:15.488377,3,27.98,0
Twitter,Campaign_4,28,8213,Gritzo Shake,2025-07-13 22:26:15.488377,3,22.73,0
YouTube,Campaign_3,8,9622,Gritzo Shake,2025-07-17 22:26:15.488377,5,370.79,1
Twitter,Campaign_3,39,809,MB Protein,2025-06-09 22:26:15.488377,3,446.31,1
YouTube,Campaign_5,43,1368,HK Multivitamin,2025-07-08 22:26:15.488377,3,375.23,1
Twitter,Campaign_4,40,871,MB Protein,2025-04-26 22:26:15.488377,3,402.96,1
YouTube,Campaign_4,50,5476,HK Multivitamin,2025-05-18 22:26:15.488377,5,35.61,0
Twitter,Campaign_5,16,9394,Gritzo Shake,2025-07-06 22:26:15.488377,3,406.65,1
YouTube,Campaign_5,20,1120,MB Protein,2025-05-27 22:26:15.488377,5,39.79,0
Twitter,Campaign_1,9,5103,Gritzo Shake,2025-05-07 22:26:15.488377,5,341.5,1
Twitter,Campaign_4,32,2467,Gritzo Shake,2025-06-13 22:26:15.489373,3,482.34,1
Twitter,Campaign_2,3,721,Gritzo Shake,2025-06-05 22:26:15.489373,4,402.12,1
Twitter,Campaign_5,36,8849,Gritzo Shake,2025-05-04 22:26:15.489373,1,331.45,1
YouTube,Campaign_1,15,8854,HK Multivitamin,2025-04-27 22:26:15.489373,4,26.95,0
Twitter,Campaign_2,3,3447,Gritzo Shake,2025-05-06 22:26:15.489373,2,392.68,1
YouTube,Campaign_3,44,9393,MB Protein,2025-05-02 22:26:15.489373,3,23.79,0
Twitter,Campaign_2,26,2094,Gritzo Shake,2025-06-17 22:26:15.489373,1,35.32,0
YouTube,Campaign_5,10,2373,Gritzo Shake,2025-04-29 22:26:15.489373,1,479.38,1
YouTube,Campaign_2,30,6396,HK Multivitamin,2025-04-28 22:26:15.489373,4,38.71,0
YouTube,Campaign_5,13,3456,HK Multivitamin,2025-04-22 22:26:15.489373,5,444.11,1
Twitter,Campaign_5,25,3113,MB Protein,2025-06-28 22:26:15.489373,3,336.87,1
YouTube,Campaign_2,33,5270,MB Protein,2025-06-18 22:26:15.489373,5,368.92,1
YouTube,Campaign_1,23,3478,Gritzo Shake,2025-05-13 22:26:15.490373,4,20.56,0
YouTube,Campaign_4,7,5157,MB Protein,2025-06-03 22:26:15.490373,5,456.08,1
Twitter,Campaign_5,36,1401,Gritzo Shake,2025-07-05 22:26:15.490373,5,359.52,1
Twitter,Campaign_5,17,2196,HK Multivitamin,2025-04-28 22:26:15.490373,2,483.34,1
Twitter,Campaign_5,34,4528,MB Protein,2025-07-15 22:26:15.490373,2,38.07,0
Twitter,Campaign_2,40,892,Gritzo Shake,2025-05-06 22:26:15.490373,3,28.79,0
Twitter,Campaign_3,16,9559,Gritzo Shake,2025-07-16 22:26:15.490373,3,325.97,1
YouTube,Campaign_5,20,1009,MB Protein,2025-06-26 22:26:15.490373,4,25.1,0
YouTube,Campaign_3,20,6092,MB Protein,2025-06-15 22:26:15.490373,2,342.24,1
Instagram,Campaign_4,38,946,Gritzo Shake,2025-06-07 22:26:15.490373,2,31.97,0
YouTube,Campaign_5,20,3077,HK Multivitamin,2025-06-25 22:26:15.490373,2,472.08,1
Twitter,Campaign_1,16,691,HK Multivitamin,2025-05-19 22:26:15.490373,3,420.81,1
YouTube,Campaign_4,41,6499,MB Protein,2025-05-13 22:26:15.490373,4,22.68,0
YouTube,Campaign_2,31,8835,MB Protein,2025-04-26 22:26:15.491373,3,450.55,1
Twitter,Campaign_2,18,2742,HK Multivitamin,2025-06-15 22:26:15.491373,4,31.18,0
YouTube,Campaign_2,8,7773,HK Multivitamin,2025-05-28 22:26:15.491373,4,28.7,0
YouTube,Campaign_5,31,2158,Gritzo Shake,2025-07-15 22:26:15.491373,5,436.36,1
YouTube,Campaign_2,10,1562,Gritzo Shake,2025-06-14 22:26:15.491373,3,361.2,1
Instagram,Campaign_2,48,8673,HK Multivitamin,2025-05-11 22:26:15.491373,5,22.96,0
YouTube,Campaign_5,44,4541,MB Protein,2025-05-22 22:26:15.491373,5,329.54,1
YouTube,Campaign_2,11,7985,MB Protein,2025-06-25 22:26:15.491373,3,334.23,1
YouTube,Campaign_3,8,6378,HK Multivitamin,2025-05-22 22:26:15.491373,4,379.86,1
YouTube,Campaign_2,8,4389,Gritzo Shake,2025-04-29 22:26:15.491373,2,33.79,0
Twitter,Campaign_3,18,1994,MB Protein,2025-05-25 22:26:15.491373,4,491.41,1
Twitter,Campaign_4,39,3119,Gritzo Shake,2025-05-12 22:26:15.492374,3,391.94,1
Instagram,Campaign_5,38,6932,MB Protein,2025-04-22 22:26:15.492374,3,20.23,0
Twitter,Campaign_3,37,1571,HK Multivitamin,2025-05-09 22:26:15.492374,5,34.39,0
YouTube,Campaign_1,43,8740,MB Protein,2025-07-08 22:26:15.492374,3,463.8,1
Instagram,Campaign_4,14,8297,MB Protein,2025-05-06 22:26:15.492374,1,24.4,0
YouTube,Campaign_4,41,9251,HK Multivitamin,2025-05-19 22:26:15.492374,1,347.33,1
Twitter,Campaign_2,37,7262,HK Multivitamin,2025-06-01 22:26:15.492374,3,34.71,0
YouTube,Campaign_4,41,9779,Gritzo Shake,2025-04-24 22:26:15.492374,5,29.73,0
YouTube,Campaign_1,33,7964,Gritzo Shake,2025-07-09 22:26:15.492374,1,26.24,0
YouTube,Campaign_1,43,3061,MB Protein,2025-05-07 22:26:15.492374,4,368.13,1
Twitter,Campaign_1,16,6397,HK Multivitamin,2025-07-04 22:26:15.492374,4,30.08,0
YouTube,Campaign_4,45,8155,Gritzo Shake,2025-06-21 22:26:15.493374,1,494.99,1
Twitter,Campaign_1,25,3838,MB Protein,2025-05-17 22:26:15.493374,5,468.19,1
YouTube,Campaign_2,44,381,Gritzo Shake,2025-06-01 22:26:15.493374,4,499.93,1
YouTube,Campaign_5,45,912,HK Multivitamin,2025-07-04 22:26:15.493374,3,32.28,0
Instagram,Campaign_3,21,5709,HK Multivitamin,2025-04-29 22:26:15.493374,3,31.42,0
Twitter,Campaign_1,9,4875,Gritzo Shake,2025-06-15 22:26:15.493374,3,35.12,0
YouTube,Campaign_3,15,7872,HK Multivitamin,2025-06-16 22:26:15.493374,5,469.0,1
YouTube,Campaign_1,46,9941,HK Multivitamin,2025-06-14 22:26:15.493374,3,25.51,0
Twitter,Campaign_4,36,998,HK Multivitamin,2025-06-03 22:26:15.493374,2,22.32,0
YouTube,Campaign_3,23,5504,Gritzo Shake,2025-05-31 22:26:15.493374,5,36.92,0
Twitter,Campaign_5,24,8685,Gritzo Shake,2025-07-09 22:26:15.493374,2,24.67,0
Instagram,Campaign_5,14,2291,HK Multivitamin,2025-05-11 22:26:15.494375,3,388.86,1
Twitter,Campaign_1,4,7999,MB Protein,2025-05-28 22:26:15.494375,1,462.55,1
Twitter,Campaign_2,32,5053,Gritzo Shake,2025-07-05 22:26:15.494375,3,39.36,0
Twitter,Campaign_3,3,7537,MB Protein,2025-05-01 22:26:15.494375,5,31.81,0
Twitter,Campaign_5,18,9426,Gritzo Shake,2025-05-21 22:26:15.494375,4,302.35,1
Instagram,Campaign_2,21,158,MB Protein,2025-06-28 22:26:15.494375,5,24.68,0
Instagram,Campaign_5,48,4276,MB Protein,2025-05-30 22:26:15.494375,4,24.54,0
Twitter,Campaign_4,32,3344,MB Protein,2025-05-04 22:26:15.494375,3,21.69,0
Twitter,Campaign_2,1,890,HK Multivitamin,2025-07-18 22:26:15.494375,3,33.24,0
YouTube,Campaign_4,10,5751,HK Multivitamin,2025-07-13 22:26:15.494375,5,24.82,0
YouTube,Campaign_2,23,2732,Gritzo Shake,2025-06-06 22:26:15.494375,2,20.35,0
Instagram,Campaign_1,38,4768,Gritzo Shake,2025-06-01 22:26:15.494375,3,37.83,0
Instagram,Campaign_2,21,996,HK Multivitamin,2025-06-23 22:26:15.495378,1,450.94,1
Twitter,Campaign_3,36,4632,Gritzo Shake,2025-05-04 22:26:15.495378,2,440.28,1
YouTube,Campaign_5,27,7756,Gritzo Shake,2025-07-02 22:26:15.495378,3,317.45,1
Instagram,Campaign_2,29,5793,MB Protein,2025-07-09 22:26:15.495378,1,422.96,1
YouTube,Campaign_3,8,335,HK Multivitamin,2025-06-05 22:26:15.495378,1,23.7,0
YouTube,Campaign_2,27,6366,HK Multivitamin,2025-06-02 22:26:15.495378,5,38.46,0
Twitter,Campaign_2,39,9822,HK Multivitamin,2025-06-06 22:26:15.495378,4,302.97,1
YouTube,Campaign_3,20,2498,HK Multivitamin,2025-06-05 22:26:15.495378,5,398.85,1
